sector,amount_($m),hq,series,source,date,company,source_page
E-Commerce - Petcare Products,15.0,Bengaluru,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/pet-care-startup-supertails-scoops-up-15-mn-in-series-b/'}",2024-02-13,Supertails,2e7b2efb487d821ca09501663460e4fc
Dairy Brand,,Jaipur,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/dairytech-startup-frubon-bags-series-a-funding-to-grow-retail-footprint-across-north-india/'}",2024-02-13,Frubon,2e7b2efb487d821ca09501663460e4fc
E-Commerce - Homecare Products,1.0,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/happi-planet-bags-funding-from-fireside-ventures-to-offer-non-toxic-home-care-products/'}",2024-02-13,Happi Planet,2e7b2efb487d821ca09501663460e4fc
AI,1.6,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/segwise-raises-1-6-mn-from-powerhouse-ventures-others/'}",2024-02-14,Segwise,2e7b2efb487d821ca09501663460e4fc
EV,0.6,Noida,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/ev-manufacturing-startup-corrit-electric-raises-rs-5-cr/'}",2024-02-12,Corrit Electric,2e7b2efb487d821ca09501663460e4fc
Fintech,0.4,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/fintech-startup-pocketatm-raises-pre-seed-round/'}",2024-02-13,PocketATM,2e7b2efb487d821ca09501663460e4fc
Foodtech - B2B Sweets,0.36,Mumbai,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/scandalous-foods-closes-pre-seed-round/'}",2024-02-14,Scandalous Foods,2e7b2efb487d821ca09501663460e4fc
Social Media for Travellers,4.5,Delhi,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/explurger-raises-4-5-million-in-series-a-round/articleshow/107686689.cms'}",2024-02-14,Explurger,2e7b2efb487d821ca09501663460e4fc
B2B E-Commerce - Seafood,7.0,Bengaluru,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/exclusive-captain-fresh-to-raise-7-mn-funding-from-british-international-investment/'}",2024-02-13,Captain Fresh,2e7b2efb487d821ca09501663460e4fc
Mobile Browser,6.0,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/veera-raises-6-mn-in-seed-round-led-by-ayon-capital/'}",2024-02-15,Veera,2e7b2efb487d821ca09501663460e4fc
E-Commerce - Skincare brand,0.12,Gurugram,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/conscious-chemist-raises-debt-from-recur/'}",2024-02-13,Conscious Chemist,2e7b2efb487d821ca09501663460e4fc
E-Commerce - Instant Food Brand,2.4,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/consumer-foods-brand-yu-raises-rs-20-cr-in-follow-on-series-a-round/'}",2024-02-12,Yu Foodlabs,2e7b2efb487d821ca09501663460e4fc
Astrology - Spiritual Tech ,20.0,Noida,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/astrotalk-raises-20-mn-from-left-lane-capital/'}",2024-02-12,Astrotalk,2e7b2efb487d821ca09501663460e4fc
EV - Electric Motorcycles,6.0,Pune,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/exclusive-bharat-forge-backed-tork-motors-raises-6-mn-in-new-round/'}",2024-02-13,Tork Motors,2e7b2efb487d821ca09501663460e4fc
Real Estate - Student Accomodation,21.0,Pune,Equity + Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/student-accommodation-platform-amber-raises-21-million-led-by-gaja-capital/articleshow/107604636.cms?from=mdr'}",2024-02-12,Amber,2e7b2efb487d821ca09501663460e4fc
Healthtech,2.0,Pune,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/medical-devices-startup-noccarc-raises-2-mn-led-by-ian/'}",2024-02-13,Noccarc,2e7b2efb487d821ca09501663460e4fc
E-Commerce - Food,0.18,Bengaluru,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/idc-kitchen-raises-funds-from-velocity/'}",2024-02-15,IDC Kitchen,2e7b2efb487d821ca09501663460e4fc
E-Commerce - metal and other commodities,15.0,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/metalbook-raises-15-mn-in-series-a-round/'}",2024-02-15,Metalbook,2e7b2efb487d821ca09501663460e4fc
Fintech - Agritech,6.5,Mumbai,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/ayekart-raises-6-5-mn-in-series-a-led-by-omnivore/'}",2024-02-15,Ayekart,2e7b2efb487d821ca09501663460e4fc
Train Ticketing Platform,3.44,Noida,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/exclusive-railyatri-tops-up-series-c-round-with-over-3-mn-funding/'}",2024-02-19,RailYatri,0eab2efb487d8385ba7a011288e207b7
AR/VR,2.0,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/autovrse-raises-2-mn-led-by-lumikai/'}",2024-02-20,AutoVRse,0eab2efb487d8385ba7a011288e207b7
E-Commerce - Refurbished smartphones,0.24,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/refit-raises-rs-2-cr-at-rs-200-cr-valuation-on-shark-tank-season-3/'}",2024-02-21,ReFit Global,0eab2efb487d8385ba7a011288e207b7
Fintech - Lending for EVs,10.0,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/vidyut-raises-10-mn-in-series-a-led-by-3one4-capital/'}",2024-02-20,Vidyut,0eab2efb487d8385ba7a011288e207b7
Influencer Marketing,,Noida,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/influencer-marketplace-flytant-raises-seed-round/'}",2024-02-23,Flytant,0eab2efb487d8385ba7a011288e207b7
EV,8.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/pure-ev-raises-8-mn-led-by-bennett-coleman/'}",2024-02-19,Pure EV,0eab2efb487d8385ba7a011288e207b7
EV,19.25,Bengaluru,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/yulu-raises-19-25-mn-from-magna-bajaj-auto/'}",2024-02-23,Yulu,0eab2efb487d8385ba7a011288e207b7
E-Commerce - D2C Houseware Brand,0.434,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/d2c-brand-basil-raises-rs-3-6-cr-in-seed-round/'}",2024-02-19,Basil,0eab2efb487d8385ba7a011288e207b7
Edtech - Offering healthcare courses,1.8,Gurugram,Pre-Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/exclusive-blume-ventures-leads-pre-series-b-funding-in-virohan/'}",2024-02-21,Virohan,0eab2efb487d8385ba7a011288e207b7
Biotech - Animal Nutrition,0.12,Pune,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/animal-nutrition-brand-efeed-secures-funding-from-klub/'}",2024-02-21,eFeed,0eab2efb487d8385ba7a011288e207b7
E-Commerce - Furniture Rental,25.0,Bengaluru,Series D,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/rentomojo-raises-25-mn-led-by-edelweiss/'}",2024-02-21,Rentomojo,0eab2efb487d8385ba7a011288e207b7
Ice Cream Brand,20.0,Pune,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/walko-foods-nic-raises-20-mn-led-by-jungle-ventures/'}",2024-02-21,NIC,0eab2efb487d8385ba7a011288e207b7
Fintech - Agriculture Financing,9.0,Chennai,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/exclusive-samunnati-raises-9-mn-debt-from-impact-investment-exchange/'}",2024-02-21,Samunnati,0eab2efb487d8385ba7a011288e207b7
Fintech - Lending,6.0,Mumbai,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/exclusive-education-focused-nbfc-auxilo-secures-6-mn-debt/'}",2024-02-23,Auxilo,0eab2efb487d8385ba7a011288e207b7
Influencer Marketing,0.5,Hyderabad,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/t-hub-incubated-starbuzz-ai-secures-500k-in-seed-round/'}",2024-02-22,Starbuzz.ai,0eab2efb487d8385ba7a011288e207b7
Foodtech,5.0,Mumbai,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/ghost-kitchens-india-raises-5-mn-in-series-a/'}",2024-02-22,Ghost Kitchens India,0eab2efb487d8385ba7a011288e207b7
Agritech - E-Commerce,0.48,Mumbai,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/agri-produce-startup-indic-wisdom-raises-pre-series-a-round/'}",2024-02-22,Indic Wisdom,0eab2efb487d8385ba7a011288e207b7
AI - Sales Automation,0.4,Pune,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/knalet-raises-400k-in-pre-seed-round/'}",2024-02-19,Kanlet,0eab2efb487d8385ba7a011288e207b7
Climatetech,8.7,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/climate-tech-startup-varaha-raises-8-7-million-in-funding-round-led-by-rtp-global/articleshow/107892126.cms'}",2024-02-22,Varaha,0eab2efb487d8385ba7a011288e207b7
Social Network,0.06,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/social-networking-platform-oopar-club-raises-funds-from-pedalstart/'}",2024-02-21,Oopar Club,0eab2efb487d8385ba7a011288e207b7
Healthcare - Eldercare,1.45,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/elder-care-startup-samarth-life-raises-new-round-led-by-aroa-venture/'}",2024-02-21,Samarth Life,0eab2efb487d8385ba7a011288e207b7
B2B E-Commerce - Groceries,1.45,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/b2b-agri-food-startup-farmtheory-raises-seed-round-led-by-merak-ventures/'}",2024-02-27,Farmtheory,4a4b2efb487d832d93f40108678f47d7
,,,,"{'id': 'hAIs', 'type': 'url', 'url': None}",,,4a4b2efb487d832d93f40108678f47d7
Foodtech,1.4,Noida,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/startups/zerodhas-rainmatter-invests-rs-12-crore-in-foodtech-startup-twf-flours/articleshow/108073348.cms'}",2024-02-28,TWF Flours,4a4b2efb487d832d93f40108678f47d7
Logistics,100.0,Bengaluru,Series E,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/shadowfax-raises-100-mn-in-series-e-round-led-by-tpg-newquest/'}",2024-02-27,Shadowfax,4a4b2efb487d832d93f40108678f47d7
Traveltech,4.5,Noida,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/railyatris-parent-intrcity-raises-4-5-mn-more-in-series-c/'}",2024-02-29,RailYatri,4a4b2efb487d832d93f40108678f47d7
E-Commerce - D2C Jewelry Brand ,34.0,Bengaluru,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://inc42.com/buzz/kushals-bags-34-mn-from-lighthouses-fourth-pe-fund/'}",2024-02-28,Kushal’s,4a4b2efb487d832d93f40108678f47d7
E-Commerce - D2C Luggage Brand,12.0,Bengaluru,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/d2c-luggage-brand-mokobara-bags-12-million-in-new-peak-xv-led-round/'}",2024-02-26,Mokobara,4a4b2efb487d832d93f40108678f47d7
Healthtech - Pharmacy,25.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/pharmacy-startup-zeno-health-raises-25-million-led-by-stic-investments/articleshow/108047170.cms'}",2024-02-27,Zeno Health,4a4b2efb487d832d93f40108678f47d7
Spacetech,0.8,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/spacetech-startup-for-propulsion-systems-spacefields-raises-800000/articleshow/108019192.cms'}",2024-02-26,SpaceFields,4a4b2efb487d832d93f40108678f47d7
Content Commerce,,Lucknow,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/venture-catalysts-backs-knocksense-in-pre-series-a-round/'}",2024-02-26,Knocksense,4a4b2efb487d832d93f40108678f47d7
SaaS,95.0,Bengaluru,Series D,"{'id': 'hAIs', 'type': 'url', 'url': 'https://www.moneycontrol.com/news/technology/capillary-technologies-raises-95-million-in-extended-series-d-round-12364941.html'}",2024-02-27,Capillary Technologies,4a4b2efb487d832d93f40108678f47d7
SaaS,1.0,Pune,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/nurturev-raises-1-mn-led-by-antler-india/'}",2024-02-29,Nurturev,4a4b2efb487d832d93f40108678f47d7
Health and Wellness,10.0,Bengaluru,Series F,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/exclusive-tata-digital-backed-cult-fit-tops-up-series-f-with-10-m-n-funding/'}",2024-02-26,Cult.fit,4a4b2efb487d832d93f40108678f47d7
Fintech - Payment Processing,20.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/mswipe-raises-20-million-in-ongoing-funding-round-led-by-alpha-wave/articleshow/108047508.cms'}",2024-02-27,Mswipe Technologies,4a4b2efb487d832d93f40108678f47d7
Proptech,0.9,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/proptech-firm-bandhoo-raises-pre-seed-round-led-by-vcats/'}",2024-02-29,Bandhoo,4a4b2efb487d832d93f40108678f47d7
SaaS,2.0,Pune,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/hyperautomation-platform-zvolv-secures-2-million-from-silverneedle-jsw-ventures/articleshow/108064259.cms'}",2024-02-28,Zvolv,4a4b2efb487d832d93f40108678f47d7
Fintech,,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/zactor-tech-raises-pre-seed-round-at-valuation-of-3-mn/'}",2024-03-01,Zactor Tech,4a4b2efb487d832d93f40108678f47d7
E-Commerce - Personal Care,0.78,Noida,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/beautywise-raises-rs-6-5-cr-in-seed-round/'}",2024-02-26,Beautywise,4a4b2efb487d832d93f40108678f47d7
Renewable Energy,8.0,Bangalore,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/insolare-raises-8-mn-led-by-negen-capital/'}",2024-02-26,InSolare Energy,4a4b2efb487d832d93f40108678f47d7
Spacetech,1.88,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/02/exclusive-naman-finance-sidbi-invest-in-spacetech-startup-digantara/'}",2024-02-27,Digantara,4a4b2efb487d832d93f40108678f47d7
Edtech,17.0,Gurugram,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/exclusive-fiitjee-backed-planetspark-raises-fresh-funds-in-ongoing-round/'}",2024-03-08,PlanetSpark,a75b2efb487d821d86458156ebf4bb4a
AI,0.5,Noida,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/dubpro-ai-raises-500k-in-seed-round/'}",2024-03-04,Dubpro.ai,a75b2efb487d821d86458156ebf4bb4a
QSR - Coffee,3.4,Mumbai,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/abcoffee-raises-3-4-mn-in-series-a-round/'}",2024-03-08,abCoffee,a75b2efb487d821d86458156ebf4bb4a
Fintech - EV Lending,5.0,Delhi,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/electric-vehicle-financing-firm-mufin-green-raises-5-mn/'}",2024-03-08,Mufin Green,a75b2efb487d821d86458156ebf4bb4a
Edtech,20.0,Ahmedabad,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/hcl-invests-20-mn-in-edtech-firm-educational-initiatives-via-secondary/'}",2024-03-05,Educational Initiatives,a75b2efb487d821d86458156ebf4bb4a
Cleantech - Solar,0.42,Lucknow,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/solartech-platform-urja-sathi-raises-seed-round/'}",2024-03-05,Urja Sathi,a75b2efb487d821d86458156ebf4bb4a
Healthtech,2.0,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/cardiotrack-raises-2-mn-in-pre-series-a-round/'}",2024-03-04,Cardiotrack,a75b2efb487d821d86458156ebf4bb4a
Community Platform,1.0,Noida ,Equity + Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/community-platform-hack2skill-raises-1-mn-debt-equity/'}",2024-03-06,Hack2Skill,a75b2efb487d821d86458156ebf4bb4a
E-Commerce - Skincare,14.0,Mumbai,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/d2c-skincare-brand-foxtale-scoops-up-14-mn-in-new-round/'}",2024-03-07,Foxtale,a75b2efb487d821d86458156ebf4bb4a
Fintech - Fraud Detection,27.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/id-verification-platform-idfy-raises-27-mn-in-primary-and-secondary/'}",2024-03-06,IDfy,a75b2efb487d821d86458156ebf4bb4a
Edtech,1.7,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/edtech-startup-mycaptain-raises-rs-14-cr-from-ipv-others/'}",2024-03-07,MyCaptain,a75b2efb487d821d86458156ebf4bb4a
Fintech - Wealthtech,0.84,Surat,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/vijya-fintech-raise-rs-7-cr-in-an-angel-round/'}",2024-03-05,Vijya Fintech,a75b2efb487d821d86458156ebf4bb4a
E-Commerce - Rural Commerce,22.5,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/rural-commerce-startup-rozana-raises-22-5-mn-led-by-bertelsmann-india/'}",2024-03-05,Rozana,a75b2efb487d821d86458156ebf4bb4a
E-Commerce - Stationary,0.875,Noida,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/inknibs-raises-seed-round/'}",2024-03-05,Inknibs,a75b2efb487d821d86458156ebf4bb4a
Fintech - Lending,60.0,Kolkata,Debt,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/lending-company-mpokket-raises-60-mn-debt-from-bpea-credit/'}",2024-03-05,mPokket,a75b2efb487d821d86458156ebf4bb4a
B2B Marketing,0.4,Delhi,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/vcats-and-nocking-point-lead-400k-seed-round-in-freestand/'}",2024-03-08,FreeStand,a75b2efb487d821d86458156ebf4bb4a
"E-Commerce - Skincare, Bodycare, Haircare",27.0,Gurugram,Series C,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/the-ayurveda-experience-raises-27-mn-in-series-c-led-by-jungle-ventures/'}",2024-03-08,The Ayurveda Experience,a75b2efb487d821d86458156ebf4bb4a
SaaS - Fintech,80.0,Bengaluru,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/perfios-turns-unicorn-with-80-mn-funding-from-teachers-venture/'}",2024-03-13,Perfios,0d2b2efb487d830c8d8701f7c90385bc
AI - Healthcare,20.0,Bengaluru,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/dermatology-startup-cureskin-raises-20-million/articleshow/108468694.cms?from=mdr'}",2024-03-13,Cureskin,0d2b2efb487d830c8d8701f7c90385bc
Hospitality,,Gurugram,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/nikhil-kamath-backed-gruhas-picks-up-5-stake-in-the-quorum-club/'}",2024-03-12,The Quorum Club,0d2b2efb487d830c8d8701f7c90385bc
AI - Cleantech,1.6,Pune,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/fluid-analytics-raises-1-6-mn-in-pre-series-a-round/'}",2024-03-15,Fluid Analytics,0d2b2efb487d830c8d8701f7c90385bc
Fintech - Debt Relief Platform,7.5,Gurugram,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/debt-relief-platform-freed-raises-7-5-million-in-funding-round-led-by-sorin-investments/articleshow/108471566.cms'}",2024-03-13,Freed,0d2b2efb487d830c8d8701f7c90385bc
Fintech - Mobility,0.24,Gurugram,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/mobility-startup-pumpumpum-raises-rs-2-cr-led-by-ipv/'}",2024-03-14,PumPumPum,0d2b2efb487d830c8d8701f7c90385bc
Healthcare,5.4,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/kites-senior-care-raises-rs-45-cr-in-series-a-round/'}",2024-03-14,Kites Senior Care,0d2b2efb487d830c8d8701f7c90385bc
Bottled Water Brand,5.4,Ahmedabad,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/jm-financial-private-equity-invests-rs-45-cr-in-clear-premium-water/'}",2024-03-14,Clear Premium Water,0d2b2efb487d830c8d8701f7c90385bc
AI - Brand Analytics,1.9,Gurugram,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/gobblecube-raises-1-9-mn-in-seed-round-led-by-kae-capital/'}",2024-03-15,GobbleCube,0d2b2efb487d830c8d8701f7c90385bc
Battery Recycling,54.0,Noida,Series B,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/battery-tech-startup-lohum-raises-54-mn-in-series-b/'}",2024-03-13,Lohum,0d2b2efb487d830c8d8701f7c90385bc
Health and Wellness,5.0,Bengaluru,Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/sugar-fit-raises-5-mn-more-in-series-a-led-by-b-capital/'}",2024-03-13,Sugar.fit,0d2b2efb487d830c8d8701f7c90385bc
EV - Motor and controller solutions,0.57,Pune,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/anicut-and-vcats-lead-seed-round-in-attron-automotive/'}",2024-03-11,Attron Automotive,0d2b2efb487d830c8d8701f7c90385bc
E-Commerce - Labgrown Diamonds,0.72,Mumbai,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/venture-catalysts-leads-seed-round-in-fiona-diamonds/'}",2024-03-12,Fiona Diamonds,0d2b2efb487d830c8d8701f7c90385bc
Fintech - Lending,12.0,Mumbai,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/blacksoil-nbfc-raises-12-mn-equity-capital-from-existing-backers/'}",2024-03-11,BlackSoil NBFC,0d2b2efb487d830c8d8701f7c90385bc
Smart Metering,5.0,Delhi,,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/kimbal-technologies-raises-5-million-in-funding-round-led-by-niveshaay/articleshow/108399511.cms'}",2024-03-11,Kimbal Technologies,0d2b2efb487d830c8d8701f7c90385bc
Fintech - Lending,0.5,Bengaluru,Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://economictimes.indiatimes.com/tech/funding/fintech-startup-yenmo-secures-500000-in-funding-round-led-by-y-combinator/articleshow/108708045.cms'}",2024-03-22,Yenmo,bcdb2efb487d82e9b56f0114c3c2f1e8
Furniture Manufacturing,0.84,Bengaluru,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/relso-raises-840k-in-pre-seed-round-led-by-venture-catalysts-ipv/'}",2024-03-19,Relso,bcdb2efb487d82e9b56f0114c3c2f1e8
Blockchain - Climatetech,0.1,Mumbai,Pre-Seed,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/climatetech-startup-bnz-green-secures-100k-in-pre-seed-round/'}",2024-03-18,BNZ Green,bcdb2efb487d82e9b56f0114c3c2f1e8
AI - Music,1.3,Bengaluru,Pre-Series A,"{'id': 'hAIs', 'type': 'url', 'url': 'https://entrackr.com/2024/03/ai-music-startup-beatoven-ai-raises-1-3-mn-in-pre-series-a/'}",2024-03-18,Beatoven.ai,bcdb2efb487d82e9b56f0114c3c2f1e8
